#non-spin-polarized calculation
#bias =  0.000000 V    efermi =  -0.170474273968 H
#   E [Hartree]       E-EF [eV]       T(E) per spin
  -0.3563000000     -5.05657519      0.6336376905E-01
  -0.3562000000     -5.05385405      0.6330650576E-01
  -0.3561000000     -5.05113291      0.6326724397E-01
  -0.3560000000     -5.04841177      0.6324533656E-01
  -0.3559000000     -5.04569063      0.6324015833E-01
  -0.3558000000     -5.04296950      0.6325110598E-01
  -0.3557000000     -5.04024836      0.6327759819E-01
  -0.3556000000     -5.03752722      0.6331907556E-01
  -0.3555000000     -5.03480608      0.6337500067E-01
  -0.3554000000     -5.03208494      0.6344485801E-01
  -0.3553000000     -5.02936380      0.6352815399E-01
  -0.3552000000     -5.02664267      0.6362441693E-01
  -0.3551000000     -5.02392153      0.6373319696E-01
  -0.3550000000     -5.02120039      0.6385406600E-01
  -0.3549000000     -5.01847925      0.6398661771E-01
  -0.3548000000     -5.01575811      0.6413046733E-01
  -0.3547000000     -5.01303697      0.6428525166E-01
  -0.3546000000     -5.01031584      0.6445062891E-01
  -0.3545000000     -5.00759470      0.6462627857E-01
  -0.3544000000     -5.00487356      0.6481190125E-01
  -0.3543000000     -5.00215242      0.6500721855E-01
  -0.3542000000     -4.99943128      0.6521197286E-01
  -0.3541000000     -4.99671014      0.6542592717E-01
  -0.3540000000     -4.99398900      0.6564886488E-01
  -0.3539000000     -4.99126787      0.6588058954E-01
  -0.3538000000     -4.98854673      0.6612092467E-01
  -0.3537000000     -4.98582559      0.6636971346E-01
  -0.3536000000     -4.98310445      0.6662681855E-01
  -0.3535000000     -4.98038331      0.6689212175E-01
  -0.3534000000     -4.97766217      0.6716552376E-01
  -0.3533000000     -4.97494104      0.6744694388E-01
  -0.3532000000     -4.97221990      0.6773631973E-01
  -0.3531000000     -4.96949876      0.6803360698E-01
  -0.3530000000     -4.96677762      0.6833877898E-01
  -0.3529000000     -4.96405648      0.6865182652E-01
  -0.3528000000     -4.96133534      0.6897275752E-01
  -0.3527000000     -4.95861421      0.6930159672E-01
  -0.3526000000     -4.95589307      0.6963838536E-01
  -0.3525000000     -4.95317193      0.6998318092E-01
  -0.3524000000     -4.95045079      0.7033605682E-01
  -0.3523000000     -4.94772965      0.7069710214E-01
  -0.3522000000     -4.94500851      0.7106642132E-01
  -0.3521000000     -4.94228738      0.7144413394E-01
  -0.3520000000     -4.93956624      0.7183037443E-01
  -0.3519000000     -4.93684510      0.7222529183E-01
  -0.3518000000     -4.93412396      0.7262904958E-01
  -0.3517000000     -4.93140282      0.7304182528E-01
  -0.3516000000     -4.92868168      0.7346381051E-01
  -0.3515000000     -4.92596054      0.7389521062E-01
  -0.3514000000     -4.92323941      0.7433624458E-01
  -0.3513000000     -4.92051827      0.7478714483E-01
  -0.3512000000     -4.91779713      0.7524815711E-01
  -0.3511000000     -4.91507599      0.7571954039E-01
  -0.3510000000     -4.91235485      0.7620156674E-01
  -0.3509000000     -4.90963371      0.7669452129E-01
  -0.3508000000     -4.90691258      0.7719870211E-01
  -0.3507000000     -4.90419144      0.7771442022E-01
  -0.3506000000     -4.90147030      0.7824199958E-01
  -0.3505000000     -4.89874916      0.7878177704E-01
  -0.3504000000     -4.89602802      0.7933410243E-01
  -0.3503000000     -4.89330688      0.7989933855E-01
  -0.3502000000     -4.89058575      0.8047786126E-01
  -0.3501000000     -4.88786461      0.8107005955E-01
  -0.3500000000     -4.88514347      0.8167633567E-01
  -0.3499000000     -4.88242233      0.8229710525E-01
  -0.3498000000     -4.87970119      0.8293279741E-01
  -0.3497000000     -4.87698005      0.8358385498E-01
  -0.3496000000     -4.87425892      0.8425073464E-01
  -0.3495000000     -4.87153778      0.8493390715E-01
  -0.3494000000     -4.86881664      0.8563385758E-01
  -0.3493000000     -4.86609550      0.8635108550E-01
  -0.3492000000     -4.86337436      0.8708610531E-01
  -0.3491000000     -4.86065322      0.8783944645E-01
  -0.3490000000     -4.85793208      0.8861165372E-01
  -0.3489000000     -4.85521095      0.8940328759E-01
  -0.3488000000     -4.85248981      0.9021492450E-01
  -0.3487000000     -4.84976867      0.9104715720E-01
  -0.3486000000     -4.84704753      0.9190059512E-01
  -0.3485000000     -4.84432639      0.9277586465E-01
  -0.3484000000     -4.84160525      0.9367360959E-01
  -0.3483000000     -4.83888412      0.9459449147E-01
  -0.3482000000     -4.83616298      0.9553918994E-01
  -0.3481000000     -4.83344184      0.9650840313E-01
  -0.3480000000     -4.83072070      0.9750284807E-01
  -0.3479000000     -4.82799956      0.9852326106E-01
  -0.3478000000     -4.82527842      0.9957039802E-01
  -0.3477000000     -4.82255729      0.1006450349E+00
  -0.3476000000     -4.81983615      0.1017479681E+00
  -0.3475000000     -4.81711501      0.1028800145E+00
  -0.3474000000     -4.81439387      0.1040420125E+00
  -0.3473000000     -4.81167273      0.1052348215E+00
